id_store_locator,latitude,longitude,store_name,retek_code,storeId,shop_opens_days,open_timings,closing_time,pincode,search_word,address,phone_number,store_manager_contact,whatsapp_number,store_image,gender,is_omnienable,hyperlocal_enabled,alteration,is_active,id_brand,distance,is_express_delivery_flag,static_msg,state,brand,timeLineMsg
8147,14.4336,79.980202,Allen Solly Mini Byps road,39648,39648,,,,524003,,"Allen Solly Sy No. 665, Plot No. 16, Gomathy Nagar, Mini Bypass Road, Nellore - 524003, A.P.",9553565657,,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,"Mens, Womens, Kids",0,1,1,1,2,9.949312077805995,0,,Andhra Pradesh,allensolly,
4611,16.5012,80.648102,Allen Solly Imperial Mall,34538,34538,,,,520008,"520008, 520010","Allen Solly, VSN one, VSN estates, D. No: 59-13-34/1A,Gayathri Nagar, Vijawada-520008",8897729074,8897729074.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,"Mens, Womens, Kids",0,0,1,1,2,6.183544786499481,0,,Andhra Pradesh,allensolly,
9,16.506174,80.648018,AS Mainline Ripples Mall,32910,32910,,,,520010,"Ripples Mall, Vijayawada,","Allen Solly, Ripples Mall , Shop no: G0 6 GF, Mg road, Vijayawada -520010. ph no- 0866 2464025",8662464025,7396175198.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,,0,0,0,1,2,6.504828881291941,0,,Andhra Pradesh,allensolly,
96,16.500999,80.644203,Allen Solly MOGALARAJAPURAM,34895,34895,,,,520010,"MG Road, Vijayawada,520010, 520008","Allen SollyStore, Shop No. 6/A, Ground  Floor, Old NTS No.78, New NTS No.1148 Part, Door No.40-1-154, Mogalarajapuram, Vijayawada-520010.",9014317174,8121314715.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,Mens,0,1,1,1,2,6.526559221247881,0,,Andhra Pradesh,allensolly,
7350,18.300699,83.894096,Allen Solly Palakonda Road,39951,39951,,,,532001,,"Allen Solly DR NO-5-1-86, PALAKONDA ROAD, NEAR GANDHI STATUE , SRIKAKULAM  - 532001",9133266251,9133266251.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,Mens,0,0,1,1,2,7.897247244648351,0,,Andhra Pradesh,allensolly,
5,17.715778,83.302109,AS Mainline DABAGARDENS,31932,31932,,,,530020,"Dhaba garden, Vizag,","Allen Solly, City plaza building, 30-15-136, Dhaba garden main rd, dhaba garden Vizag-530020",8912575889,9963480825.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,,0,0,0,1,2,9.454922034773094,0,,Andhra Pradesh,allensolly,
57,17.725191,83.316093,Allen Solly VISAKHAPATAM,32990,32990,,,,530003,"Siripuram, Vizag,530003, 530016","Allen Solly, Shop No 10-1-42 / A, CBM compound, Up lands raod, Siripuram main road, Visakhapatam - 530003",0891-6662242,9063362242.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,Mens,0,0,0,1,2,10.528064037811216,0,,Andhra Pradesh,allensolly,
7739,17.725201,83.316101,Allen Solly,34576,34576,,,,530003,,"Allensolly shop no:10-1-42/A, uplands road,CBM compound,siripuram, vishakapatnam-530003
",0891-4816356,9014317174.0,9014317174.0,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,,0,1,1,1,2,10.528583265259892,0,,Andhra Pradesh,allensolly,
7351,18.106001,83.407898,"Allen Solly 100 ft road, AP",39654,39654,,,,535001,,"Allen Solly, Plot No. 2, 100 ft Ring Road,Opp Bhashyam School, Vizianagaram - 535001, A.P.",7036152681,7036152681.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,"Mens, Kids",0,1,1,1,2,1.270307946753458,0,,Andhra Pradesh,allensolly,
4211,16.314209,80.435028,Allen Solly LAKSHMIPURAM,34531,34531,,,,522007,"522006, 522004","Allen Solly, Ground floor: D.No.5-87-55, West Krishna Plaza, Main Road, Lakshmipuram, Guntur - 522007",0863-2239595,9394009595.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,Mens,0,0,0,1,2,11.557629803277026,0,,Andhra Pradesh,allensolly,
61,17.006699,81.78521,Allen Solly DANAVAIPETA RAJAHMUNDRY,32993,32993,,,,533103,"Danavaipeta, Rajahmundry,533101","ALLEN SOLLY, 46-7-27, SS Towers, DANAVAI PETA, Opp. Green Park Family Restaurant, RAJAHMUNDRY - 533103",8832474567,9063397661.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,Mens,0,0,0,1,2,10.950636804585775,0,,Andhra Pradesh,allensolly,
7349,17.0075,81.796097,Allen Solly J.N Road,39735,39735,,,,545769,,"Allen Solly Store, Door no:80-31-10 & 80-31-11, beside Guru Bakery, Jawaharlal Nehru Road, Rajahmundry -533103, East Godavari District-AP",9700262464,9700262464.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,Mens,0,1,1,1,2,11.727631327422388,0,,Andhra Pradesh,allensolly,
5970,13.6227,79.413597,Allen Solly Air Byps Road,31269,31269,,,,517501,,"Allen Solly,New Balaji Colony, Opposite Honda Showroom, Air ByePass Road - 517501",9502956813,9985246080.0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,Mens,0,0,0,1,2,12.042193598912858,0,,Andhra Pradesh,allensolly,
8768,16.43395,80.996262,Gudiwada,19092,19092,,10:00am,9:00pm,521301,,"Novus Retail, #15/28, Ground Floor, Market Center, Gudiwada, Andhra Pradesh - 521301
",8978355221,8978355221,8978355221.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,6.178355126803221,0,,Andhra Pradesh,louis-philippe,
218,17.716,83.297401,"LP Flagship Daba Gardens, Visakhapatnam",11064,11064,,,,530020,"Dhaba garden, Vizag,530020,530016,530002,530013,500073","Louis Philippe, Shop # 2, Ground Floor, Sai Surya Complex, Plot # 214, 215P, Block -41,Daba Gardens, Vizag -530020",0891 6642060,8936944555,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,7.564156070228466,0,,Andhra Pradesh,louis-philippe,
275,17.719999,83.309998,LP Flagship Siripuram,13088,13088,,,,530003,"Siripuram, Vizag,530003,530013,530016,530011","Louis Philippe, Shop # 1, survey No.65/1, Ward No.24, Siripuram, Waltair ward, Vishakapatnam - 530003",0891 2532533,9324794298,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,1,1,3,8.221344941002554,0,,Andhra Pradesh,louis-philippe,
314,17.720371,83.316811,LP Sports Siripuram-2,13266,13266,,,,530002,"Siripuram, Vizag,530003,530013,530016,530011","Louis Philippe, No -4 ground Floor, No-10-1-41/1, Mathukumilli Vinaygar towers, waltair uplands, Siripuram, Vishakapatnam-530002",0891 2971919,7835050503,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,8.767382668890532,0,,Andhra Pradesh,louis-philippe,
7933,18.06209,83.242783,Louis Philippe,19774,19774,,,,535002,,"D. NO. 20-21-1, PLOT NO. 1, OPP: BASHYAM PUBLIC SCHOOL, Vinayaka Nagar, 100 FT RING ROAD, VIZIANAGARAM. ANDHRA PRADESH – 535002 
",8309523039,8985494377,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,10.67160172873792,0,,Andhra Pradesh,louis-philippe,
8765,16.707811,81.08886,Eluru,19496,19496,,10:00am,9:00pm,534006,,"SAI TOWERS, DNO:- 25-5-25, GROUND FLOOR, BESIDE NEW BUS STAND, NARASIMHA RAO PETA, ELURU-534006.
",8812357826,8812357826,9398668797.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,5.474024896895664,0,,Andhra Pradesh,louis-philippe,
8770,18.303759,83.894287,Srikakulam,17669,17669,,10:00am,9:00pm,532001,,"T.S No 1908, Premises No. 4-01-97, Palakonda Road, Srikakulam, Andhra Pradesh- 532001
",9133266251,9133266251,9133266251.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,7.840142413810722,0,,Andhra Pradesh,louis-philippe,
7424,16.545559,81.313797,Louis Philippe Bhimavaram,19430,19430,,,,534201,,"Louis Philippe, 16-2-228, G V S COMPLEX, P P ROAD, BHIMAVARAM,WEST GODAVARI, ANDHRA PRADESH",088162 97597,088162 97597,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,8.95102253028294,0,,Andhra Pradesh,louis-philippe,
8771,17.687023,83.016769,Anakapalle,17849,17849,,10:00am,9:00pm,531002,,"Door No.14-8-36/B, Pilavari Veedhi, Nidanam Doddi, Anakapalli, Andhra Pradesh-531002
",7075834812,7075834812,7075834812.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,6.034141793193154,0,,Andhra Pradesh,louis-philippe,
7546,15.49074,80.048134,Louis Philippe,19725,19725,,,,523001,,"D. NO. 37-1-405(9), GROUND FLOOR,BHAGYANAGAR, 3RD LANE,TRUNK ROAD, ONGOLE",9290729696,9290729696,9290729696.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,0,0,1,1,1,3,11.66643245676735,0,,Andhra Pradesh,louis-philippe,
7537,16.958944,82.235718,Louis Philippe,19647,19647,,,,533001,,"D. NO. 5-1-61/1 AYYAPPA TOWERSPHASE 1, MAIN ROAD, SURYARAOPETA, KAKINADA",7013687290,7013687290,7013687290.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,0,0,1,1,1,3,12.007618882168254,0,,Andhra Pradesh,louis-philippe,
7536,17.00786,81.793289,Louis Philippe,19643,19643,,,,533101,,"JAWAHARLAL NEHRU ROADD. NO. 80-31-5, RAJAHMUNDRY",9441149591,9441149591,9441149591.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,0,0,1,1,1,3,6.869639360561385,0,,Andhra Pradesh,louis-philippe,
8772,14.464051,78.824539,Kadappa,17911,17911,,10:00am,9:00pm,516003,,"1/221/1, NEAR SANDHYA HALL, BESIDE DON BOSCO, ITI CIRCLE RS ROAD, KADAPA, YSR District, Kadapa, Andhra Pradesh, 516003
",8897058365,8897058365,8897058365.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,13.376467332147223,0,,Andhra Pradesh,louis-philippe,
7529,14.443856,79.984451,Louis Philippe,19995,19995,,,,524001,,"REVENUE WARD NO. 16-111DOOR NO. 16/3/153/1, RAMALINGAPUR, AMMINI BYE-PASS ROAD, NELLORE",7989599385,7989599385,7989599385.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,0,0,0,1,1,3,10.465420882690092,0,,Andhra Pradesh,louis-philippe,
7352,14.4336,79.980202,Allen Solly Mini Byps road,39648,39648,,,,524003,,"Allen Solly Sy No. 665, Plot No. 16, Gomathy Nagar, Mini Bypass Road, Nellore - 524003, A.P.",9553565657,9553565657,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,"Mens, Womens, Kids",0,0,0,1,3,11.592781274639352,0,,Andhra Pradesh,louis-philippe,
7431,13.6226,79.413902,Louis Philippe,19978,19978,,,,517501,,"Louis Philippe, 173 New Balaji Colony, AIR Bypass Road, Tirupati, Andhra Pradesh",9160906030,9515744226,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,11.888021795446098,0,,Andhra Pradesh,louis-philippe,
7427,13.62258,79.413849,Louis Philippe,19439,19439,,,,517501,,"Louis Philippe, 18-1-505A, Mosque Road OPP. V.V MAHAL THEATRE, TIRUPATI, ANDHRA PRADESH - 517501 ",087722 23456,087722 23456,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,0,1,3,11.894175936178474,0,,Andhra Pradesh,louis-philippe,
8769,16.232857,80.043999,Narasaraopetta,17615,17615,,10:00am,9:00pm,522601,,"#9-1-53 Station Road Revenue Ward 9, Narasaraopeta, Andhra Pradesh- 522601
",9966636582,9966636582,9966636582.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,14.365292661443029,0,,Andhra Pradesh,louis-philippe,
8324,15.49397,78.021049,Louis Philippe,19069,19069,,,,518004,,"LOUIS PHILIPPE,# 40-301-1-F, Bellary Road ,Bhagya Nagar, Riverview colony ,KURNOOL- 518004
",9494625835,9494625835,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,14.301353736906698,0,,Andhra Pradesh,louis-philippe,
8767,16.23292,80.650513,Tenali,19088,19088,,10:00am,9:00pm,522201,,"T S No. 395/1, Door No.16-2-3, 16-2-4, RCC Ground and First Floor, 5th Block, 5th Ward, Tenali Town, Guntur, Andhra Pradesh, 522201
",9642144009,9642144009,9642144009.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,11.358785737521425,0,,Andhra Pradesh,louis-philippe,
328,16.502787,80.639626,"LP Flagship MG Road, Vijayawada",13292,13292,,,,520010,"MG Road, Vijayawada,520010,520007,520008,520011,500010","Louis Philippe, old NTS No. 78, New NTS No 1148, Shop No 5 & 6 , D No 40-1-154, MG Road, Labbipet,Vijayawada -520010",0866 2489989,9936021836,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,10.931413530793913,0,,Andhra Pradesh,louis-philippe,
326,16.5,80.639999,LP Flagship MG Road Vijayawada,13793,13793,,,,452001,"MG Road, Indore","Louis Philippe, old NTS No. 78, New NTS No 1148, Shop No 5 & 6 , D No 40-1-154, MG Road, Labbipet,Vijayawada -520010",0866-3510313,9700617555,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,11.18410712376326,0,,Andhra Pradesh,louis-philippe,
4738,16.5,80.639999,Louis Philippe,13778,13778,,,,520010,,"No GF 5-8 PVP SQUARE MALL , VIJAYAWADA-520010.",0866-6767798,7842138461,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,11.18410712376326,0,,Andhra Pradesh,louis-philippe,
188,16.498974,80.652115,LP Sports PVP Square Mall,13261,13261,,,,520010,"PVP Mall, Vijayawada,520007,520008,520011","Louis Philippe, No GF 5-8 PVP Square mall, Vijayawada 520010",086 66767798,7026606475,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,12.177597882933062,0,,Andhra Pradesh,louis-philippe,
4500,16.501366,80.657051,Louis Philippe,13389,13389,,,,520008,"520010,520007,520008,520011","LOUIS PHILIPPE, VSN ONE,VSN ESTATES,D. NO:59-13-34/1A,GAYATHRI NAGAR,VIJAYWADA-520008
",8662959989,,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,12.39310619411456,0,,Andhra Pradesh,louis-philippe,
4503,16.501366,80.657051,Louis Philippe,13389,13389,,,,520008,"520010,520007,520008,520011","LOUIS PHILIPPE, VSN ONE,VSN ESTATES,D. NO:59-13-34/1A,GAYATHRI NAGAR,VIJAYWADA-520008
",8662959989,,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,12.39310619411456,0,,Andhra Pradesh,louis-philippe,
7408,16.314222,80.418938,Louis Philippe Guntur,15340,15340,,,,522007,,"Louis Philippe, Y5 Mall, Laxmipuram Main Road, BR Gardens Guntur, Andhra Pradesh
",8634012216,086340 12216,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,10.28666624246127,0,,Andhra Pradesh,louis-philippe,
293,16.309999,80.43,LP Flagship Arundalpet / Lakshmipuram,13224,13224,,,,522007,"Laxmipuram, Guntur,522002,522007,522006,522001","Louis Philippe, Site # 2/2A, D no - 5-87-73, Annapurna Complex, CM Nagar, Laxmipuram, Guntur - 522007",0863 2333393,9544085109,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,1,1,3,10.394957554967098,0,,Andhra Pradesh,louis-philippe,
7951,18.444197,79.126976,Louis Philippe,19468,19468,,,,505001,,"H.NO. 3-1-380 And 3-1-383, AMBEDKAR ROAD, KARIMNAGAR- 505001, Telangana State.
",9000799963,9000799963,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,11.603960396931424,0,,Andhra Pradesh,louis-philippe,
8081,14.40509,77.353889,Louis Philippe,19480,19480,,,,515001,,"Ground Floor And First Floor, 8/121, Revenue Ward 8, Court Road, Anantapur- 515001, Andhra Pradesh.
",9491362939,9491362939,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,3.355597904060726,0,,Andhra Pradesh,louis-philippe,
8766,15.481522,78.485893,Nandyal,19078,19078,,10:00am,9:00pm,518501,,"Ground & First Floor, D.No : 29/1E-9-13-1A, Padmavathi Nagar Revenue Ward-25, Nandyala-518501 
",8514293335,8514293335,9989530850.0,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,0,0,1,3,5.239421518005318,0,,Andhra Pradesh,louis-philippe,
9030,16.502001,80.642601,MAYUR-PVP MALL-VIJAYAWADA,318046,318046,,,,520010,,"GF-38,39, Ground Floor,,PVP Square mall,,MG Road,,Krishna,VIJAYAWADA,Andhra Pradesh-520010",8247377717,8247377717,,https://imagescdn.reebok.in/img/app/brand/production/2.rbk.png,"Mens,Womens,Kids",0,0,0,1,32,6.35005366002286,0,,Andhra Pradesh,reebok,
7598,14.441336,79.985962,VH Nellore,29996,29996,,,,524001,,"16/3/153/1, RAMALINGAPURAM, REVENUE WARD NO. 16-111, MINI BYE-PASS ROAD, NELLORE - 524001. A.P.",7995720999,8387060191,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,0,0,0,1,1,6,22.91650268953053,0,,Andhra Pradesh,van-heusen,
1103,16.319193,80.413177,VH Mainline C M NAGAR GUNTUR,22237,22237,,,,522006,"Laxmipuram, Guntur"," Shop No 1-4, Site No 5-87-61, 4Th Lane, Ashok Nagar , C M Nagar Lane , Laxmipuram Main Road, Guntur - 522006",863-2322020,8523081993,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,Men,0,0,0,1,6,11.494750251931553,0,,Andhra Pradesh,van-heusen,
7630,16.319193,80.413177,VH Guntur,28271,28271,,,,522006,,"NO 1-4, SITE NO 5-87-61, 4TH LANE, ASHOK NAGAR , C M NAGAR LANE , LAXMIPURAM MAIN ROAD, GUNTUR - 522006",863-2322020,7667159379,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,0,0,0,0,1,6,11.494750251931553,0,,Andhra Pradesh,van-heusen,
1150,16.500877,80.644188,VH M.G Road,28001,28001,,,,520010,"MG Road, Vijayawada"," SHOP NO. 6B , GROUND & MEZZANINE FLOOR,OLD NTS NO.78, NEW NTS NO.1148 PART, DOOR NO. 40-1-154, MOGALARAJA PURAM,VIJAYAWADA  - 520010",866-2486339,9550813914,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,"Men, Women",0,0,0,1,6,20.410351083962382,0,,Andhra Pradesh,van-heusen,
8721,16.500877,80.644188,VH MG ROAD VIJAYAWADA,27673,27673,,,,520010,,"SHOP NO -6B,Ground &Mazzaine floor,D.NO- 40-1-154,MOGALRAJPURAM,VIJAYAWADA-520010
",08662486339,9550813914,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,,0,1,1,1,6,20.410351083962382,0,,Andhra Pradesh,van-heusen,
4433,16.501244,80.656937,VH Imperial Arcade,28112,28112,,,,520008,,"SHOP NO.12, VSN ONE,  VSN ESTATES ,VALLURUS  D.NO.59-13-34/1A,GAYATHRI NAGAR , VIJAYAWADA - 520008 ",866-2955454,7093754670,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,Men,0,0,1,1,6,21.47297406277091,0,,Andhra Pradesh,van-heusen,
7728,15.490911,80.048241,VH Ongole,29820,29820,,,,523001,,Groudn Floor 3rd line Bhagya Nagar Ongole -523001,0859-2295449,8416018255,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,0,0,1,1,1,6,18.8587101565538,0,,Andhra Pradesh,van-heusen,
1056,17.71603,83.297417,VH SIRIPURAM,21574,21574,,,,530020,"Dhaba garden, Vizag","NO.10-1-42/A, CBM COMPOUND, UPLANDS ROAD, SIRIPURAM MAIN ROAD. NEAR UCO. VIZAG
",8008838208,8008838208,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,,0,0,1,1,6,1.4971142982962398,0,,Andhra Pradesh,van-heusen,
1111,17.71493,83.311172,VH Mainline SIRIPURAM MAIN ROAD,22251,22251,,,,530003,"Siripuram, Vizag","No. 10-1-42/A, Cbm Compound, Uplands Road, Siripuram Main Road, Near Uco , Vizag- 530003",891-6660456,9700352629,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,,0,0,0,1,6,2.958859641738588,0,,Andhra Pradesh,van-heusen,
4656,17.725317,83.316315,VH Siripuram Main Road,28146,28146,,,,530003,,"  NO. 10-1-42/A, CBM COMPOUND, UPLANDS ROAD, SIRIPURAM MAIN ROAD, NEAR UCO , VIZAG- 530003",891-6660456,0,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,"Men, Women",0,1,1,1,6,3.6257709299800207,0,,Andhra Pradesh,van-heusen,
1690,17.68577,83.214233,VH Mainline Gajuwaka Vizag,28025,28025,,,,530026,"Gajuwaka, Vizag","Site Ward No.64, Zone -5 , D.No.10-9-33/1, Old Gajuwaka Main Road , Vizag - 530026",891-2576789,8985022829,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,,0,0,0,1,6,8.084307197334311,0,,Andhra Pradesh,van-heusen,
7702,13.622676,79.413902,VH Tirupathi,311356,311356,,,,517501,,"NEW BALAJI COLONY, AIR BYPASS ROAD, TIRUPATI - 517501",9030503444,0,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,0,0,0,1,1,6,27.35554017652556,0,,Andhra Pradesh,van-heusen,
7611,12.91325,79.132248,VH Officers Line,28268,28268,,,,632001,,"G2, 19A, OFFICERS LINE, VELLORE-632001",416-4300584,7025839198,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,,0,0,0,1,6,21.68088585836163,0,,Andhra Pradesh,van-heusen,
1114,17.006634,81.785255,VH Rajahmundry,22254,22254,,,,533103,"Danavaipeta, Rajahmundry"," NO.2/A, SS TOWERS, TS NO 429,430 & 432, DOOR NO 46-7-27, DANAVAIPETA, EAST GODAVARI,  RAJAHMUNDRY- 533103",883-2472345,9985547633,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,Men,0,0,0,1,6,28.20994202959777,0,,Andhra Pradesh,van-heusen,
7635,17.006634,81.785255,VH Rajahmundry,28277,28277,,,,533103,,"NO.2/A,  TS NO 429,430 & 432, DOOR NO 46-7-27, DANAVAIPETA, EAST GODAVARI,  RAJAHMUNDRY- 533103",883-2472345,7000943886 / 9074882,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,0,0,0,0,1,6,28.20994202959777,0,,Andhra Pradesh,van-heusen,
7300,19.167404,83.412941,VH Raygada,29763,29763,,,,765001,,"GF, New Colony, M 1 Division,  Rayagada, Odisha - 765001",0,,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,Men,0,0,1,1,6,28.653635871338068,0,,Andhra Pradesh,van-heusen,
7619,19.313213,84.787636,VH Behrampur,29983,29983,,,,760002,,"HANUMAN BAZAR RD, SANO BAZAR, TRIVENI NAGAR, BRAHMAPUR - 760002",680-2251490,9484447499,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,0,0,0,1,1,6,24.543792427743323,0,,Andhra Pradesh,van-heusen,
7601,18.443758,79.125076,VH Karimnagar,29699,29699,,,,505001,,"3-1-793, 3-1-794 AND 3-1-797, JYOTHI NAGAR, JAGITIAL ROAD, KARIMNAGAR,Telangana -505001",9701476656,9701476656 ,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,,0,0,1,1,6,11.5649258458221,0,,Andhra Pradesh,van-heusen,
9205,27.094839,93.62175,F21- Itanagar,78448,78448,,,,791111,,"Forever 21 , M/S AAAA Associates Near Hibro Complex, D Sector, Itanagar, Arunachal Pradesh-791111",8730975161,,,https://imagescdn.forever21.in/img/app/brand/production/2.2_F21.jpg,"Mens, Womens, Kids",0,1,0,1,16,13.052314255212696,0,,Arunachal Pradesh,forever-21,
9210,28.06284,95.334686,"F21-PasiGhat, Arunachal Pradesh",78468,78468,,,,791102,,"Forever-21 DOMA Complex , Banskota , Main Market Area , Near Pane Hotel ,Pasighat ? 791102",9832735360,,,https://imagescdn.forever21.in/img/app/brand/production/2.2_F21.jpg,"Mens, Womens, Kids",0,1,0,1,16,11.737716667352885,0,,Arunachal Pradesh,forever-21,
7521,27.101795,93.630493,Louis Philippe,19935,19935,,,,791113,,"E sector, ITANAGAR",7002469227,7002469227,7002469227,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,11.991048786689165,0,,Arunachal Pradesh,louis-philippe,
7691,27.101801,93.629501,VH Itanagar,29797,29797,,,,791111,,"Opposite Reliance Trendz, Ziro Point, Itanagar, Arunachal Pradesh, 791111",8837298720,9770832584,,https://imagescdn.vanheusenindia.com/img/app/brand/production/4.vh.jpg,0,0,0,1,1,6,21.041859866202586,0,,Arunachal Pradesh,van-heusen,
5969,26.6206,92.796097,Allen Solly Tezpur,39614,39614,,,,784001,," Allen Solly, Main Road, City Fashion, Near UCO Back, Tezpur Assam 784001",8812872052,8812872052,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,"Mens, Womens",0,0,1,1,2,13.09944063600891,0,,Assam,allensolly,
74,26.170601,91.762802,Allen Solly Bora Service Ulubari(GS Road),34929,34929,,,,781005,"Forum Sujana Mall, Hyderabad,","Allen Solly NO. 125, Bora service Ulubari, GS road Guwahaty 781007",0361- 2458380,9717866561,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,"Mens, Womens, Kids",0,0,1,1,2,8.55439126451609,0,,Assam,allensolly,
75,26.170584,91.76281,AS Junior GS Road,34930,34930,,,,781007,"GS Road,","Allen Solly, Junior Store, No-125/A, Bora Service, Ulubari, GS Road, Guwahati-781007",0361- 2458380,0,,https://imagescdn.allensolly.com/img/app/brand/production/2.2.jpg,,0,0,0,1,2,8.555116111931115,0,,Assam,allensolly,
9208,25.911579,93.720383,F21-Dimapur,78461,78461,,,,797112,,Forever 21 -Patta no 475 Dag  No-673 Under mouza no .2 block No -4 PO and PS Dimapur near city Tower Dist- Dimapur -797112,3862313717,,,https://imagescdn.forever21.in/img/app/brand/production/2.2_F21.jpg,"Mens, Womens, Kids",0,1,0,1,16,13.556450249720749,0,,Assam,forever-21,
9211,26.163042,91.771446,F21-Guwahati,78475,78475,,,,781005,,Forever-21-ABC Bhanagarah GS Road Guwhati P.S Guwhati Dist -Kamrup Metro Pin-781005,3613177506,,,https://imagescdn.forever21.in/img/app/brand/production/2.2_F21.jpg,"Mens, Womens, Kids",0,1,0,1,16,9.439783398315834,0,,Assam,forever-21,
8602,26.755051,94.217003,Louis Philippe,11036,11036,,,,785001,,"Louis Philippe, Poddar Building, Gar Ali, Jorhat, Assam -785001
",8011751802,8011751802,,https://imagescdn.louisphilippe.com/img/app/brand/production/1.jpg,,0,1,1,1,3,4.561181918481386,0,,Assam,louis-philippe,
